AL, 03, 2023061700, 03, AP02,  60,  85N,  352W,  18, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02,  66,  87N,  360W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02,  72,  85N,  368W,  22, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02,  78,  83N,  380W,  22, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02,  84,  83N,  379W,  25, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02,  90,  88N,  370W,  24, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02,  96, 102N,  377W,  31, 1011, XX,  34, NEQ,  215,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 102, 115N,  382W,  33, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 108, 113N,  394W,  38, 1009, XX,  34, NEQ,  114,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 114, 112N,  403W,  34, 1007, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 120, 119N,  414W,  31, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 126, 126N,  426W,  32, 1006, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 132, 132N,  439W,  32, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 138, 140N,  450W,  38, 1007, XX,  34, NEQ,  110,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 144, 146N,  464W,  42, 1009, XX,  34, NEQ,  119,    0,    0,   87, 
AL, 03, 2023061700, 03, AP02, 150, 146N,  483W,  36, 1007, XX,  34, NEQ,  112,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 156, 151N,  495W,  34, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 162, 159N,  506W,  31, 1008, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 168, 169N,  517W,  32, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 174, 184N,  527W,  36, 1011, XX,  34, NEQ,  106,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 180, 207N,  538W,  38, 1013, XX,  34, NEQ,   95,    0,    0,   54, 
AL, 03, 2023061700, 03, AP02, 186, 222N,  541W,  38, 1012, XX,  34, NEQ,   49,    0,    0,    0, 
AL, 03, 2023061700, 03, AP02, 192, 230N,  557W,  25, 1015, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,   0,  97N,  257W,  25, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,   6,  97N,  267W,  22, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  12, 100N,  275W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  18, 102N,  286W,  19, 1011, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  24, 100N,  300W,  22, 1013, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  30, 104N,  312W,  28, 1009, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  36, 106N,  328W,  27, 1012, XX,  34, NEQ,    0,    0,    0,    0, 
AL, 03, 2023061700, 03, AP03,  42, 110N,  346W,  31, 1010, XX,  34, NEQ,    0,    0,    0,    0, 
